call_id,caller_age_days,calls_per_day,call_duration_sec,avg_call_duration_sec,unique_receivers_24h,receiver_block_rate,spam_reports_count,country_code_risk_score,night_call_ratio,sequential_dialing_score,graph_degree,previous_fraud_associations,reputation_score,fraud_label
CALL0000626,726,24,861,401.2,19,19.48,5,37.13,30.97,14.51,50,3,76.29,0
CALL0000321,1080,26,88,426.6,4,12.93,1,11.53,33.25,2.33,162,4,88.35,0
CALL0000020,22,727,50,75.3,83,40.65,73,77.7,55.66,61.05,653,28,2.31,1
CALL0000810,1631,14,543,456.5,14,25.11,2,48.59,36.95,30.96,53,0,73.73,0
CALL0000791,3621,45,83,214.5,1,4.16,2,23.03,31.71,32.37,265,4,62.99,0
CALL0000809,3550,21,759,201.7,15,21.79,0,13.54,2.58,39.51,295,6,60.68,0
CALL0000408,1794,13,360,538.0,19,6.35,4,20.27,38.7,13.82,188,3,92.86,0
CALL0000538,3194,17,35,499.8,4,14.08,3,21.08,7.22,4.24,166,2,53.32,0
CALL0000621,1647,43,268,328.5,2,7.22,3,31.72,4.11,4.83,285,6,70.45,0
CALL0000039,59,1204,92,2.1,437,96.59,56,46.8,80.46,80.6,927,18,13.24,1
CALL0000176,103,1472,2,62.2,119,44.15,71,91.87,49.59,85.43,365,22,25.2,1
CALL0000246,624,22,506,96.2,7,26.1,1,5.88,15.84,5.85,251,1,75.32,0
CALL0000829,2442,15,158,327.2,10,14.12,4,44.48,32.91,16.73,227,5,83.94,0
CALL0000668,640,11,534,542.2,18,29.5,3,44.62,4.62,18.04,236,4,98.51,0
CALL0000755,793,7,458,151.6,18,21.26,0,45.48,5.17,30.29,51,6,93.65,0
CALL0000859,1113,39,620,191.6,6,7.37,3,51.36,33.52,28.58,109,6,50.36,0
CALL0000155,23,383,101,84.4,285,42.17,102,70.45,58.87,87.19,902,20,22.54,1
CALL0000288,543,2,51,249.2,12,14.74,4,10.01,32.86,41.62,234,7,88.43,0
CALL0000603,1548,26,693,322.5,18,6.9,4,18.47,20.48,6.42,95,0,67.2,0
CALL0000570,2336,23,479,359.1,13,13.24,0,20.73,8.59,43.38,233,5,58.79,0
CALL0000744,3252,13,346,626.0,1,7.06,3,21.46,5.72,35.46,161,5,88.06,0
CALL0000018,24,1406,26,28.9,389,49.92,84,96.53,34.53,62.38,317,32,35.41,1
CALL0000128,9,260,26,58.8,251,94.47,70,76.75,68.16,82.21,860,38,37.21,1
CALL0000323,2313,47,287,469.1,3,3.27,5,31.38,34.45,22.92,253,6,63.45,0
CALL0000256,2536,2,421,679.0,5,5.97,3,42.73,22.74,11.57,266,4,69.12,0
CALL0000658,3533,6,409,660.0,16,10.67,1,11.78,13.78,28.19,294,3,61.04,0
CALL0000965,1437,24,184,548.2,19,4.33,7,31.56,33.7,21.38,174,0,82.32,0
CALL0000191,4,1446,101,62.4,80,95.28,92,40.54,36.72,71.59,535,17,3.79,1
CALL0000116,24,353,1,58.8,456,31.25,87,87.25,91.84,96.14,837,30,34.08,1
CALL0000617,3336,47,528,312.1,17,23.84,7,39.17,3.63,14.48,84,1,99.16,0
CALL0000607,3260,26,166,200.4,17,29.71,5,20.23,16.86,18.22,9,4,54.98,0
CALL0000181,90,1222,84,77.5,495,34.53,85,40.07,46.27,90.22,388,10,27.31,1
CALL0000302,1377,3,512,628.2,7,27.99,2,7.51,42.45,2.86,224,7,87.24,0
CALL0000760,1307,30,529,102.8,7,3.51,1,13.46,35.44,42.9,42,1,50.93,0
CALL0000713,1774,39,250,654.8,2,9.45,5,44.62,1.82,5.49,201,7,88.91,0
CALL0000724,3603,36,88,267.4,9,13.45,4,47.68,19.83,43.69,273,5,61.43,0
CALL0000686,1080,19,86,82.9,13,2.27,4,15.45,15.35,16.71,170,4,54.7,0
CALL0000980,3362,48,880,270.5,11,1.27,0,27.89,29.97,23.59,24,0,61.84,0
CALL0000518,2859,10,885,189.6,18,5.07,6,28.93,13.64,30.52,33,6,75.57,0
CALL0000985,1908,43,222,343.6,7,29.75,3,3.54,13.63,32.99,196,2,54.1,0
CALL0000046,62,1348,51,63.6,244,69.64,85,78.03,52.13,74.23,875,25,47.38,1
CALL0000910,985,37,627,493.4,14,1.78,5,32.22,39.21,14.82,173,3,57.09,0
CALL0000158,37,552,118,42.1,474,93.12,75,79.06,42.02,86.81,769,17,31.45,1
CALL0000852,1791,31,706,564.9,6,2.4,5,42.8,14.16,22.48,298,1,55.44,0
CALL0000172,5,617,16,95.5,486,34.63,104,51.16,71.24,78.15,565,10,48.0,1
CALL0000017,104,1348,119,80.5,322,72.13,83,45.12,56.47,61.2,679,37,42.6,1
CALL0000512,1666,24,564,570.6,9,5.86,2,36.53,14.5,21.84,71,1,64.44,0
CALL0000049,51,1176,63,33.5,209,84.87,67,73.08,43.82,60.22,661,13,13.87,1
CALL0000972,1507,19,674,318.0,10,24.66,1,18.31,23.78,45.49,110,7,98.55,0
CALL0000941,540,12,305,201.9,18,8.84,6,23.78,12.55,15.87,73,1,73.19,0
CALL0000516,2797,36,348,127.2,10,14.2,2,39.55,19.41,41.68,172,5,75.52,0
CALL0000953,1503,4,690,524.6,14,29.05,6,53.8,16.57,32.62,47,1,59.69,0
CALL0000481,2248,45,117,499.2,19,11.11,6,29.59,19.59,48.65,273,4,80.26,0
CALL0000284,634,9,665,227.9,4,5.84,2,30.38,29.11,3.46,231,7,60.73,0
CALL0000719,1556,22,32,187.2,16,20.83,3,14.67,0.67,21.18,256,4,61.99,0
CALL0000878,1848,25,293,126.8,15,17.68,0,20.8,14.77,22.56,248,6,98.72,0
CALL0000226,1649,48,518,177.8,18,16.56,0,2.19,37.93,47.24,26,6,82.02,0
CALL0000027,2,1348,36,93.1,92,98.31,53,80.9,37.05,71.85,452,39,41.14,1
CALL0000955,1108,49,591,466.6,4,28.38,3,12.63,20.18,34.43,228,0,98.68,0
CALL0000438,2021,30,648,56.7,13,22.18,2,27.9,5.99,10.56,67,7,64.27,0
CALL0000952,2182,32,592,429.0,9,5.15,3,23.47,1.6,9.36,89,6,94.58,0
CALL0000365,2634,8,719,76.0,14,14.62,4,20.41,39.59,4.07,290,4,82.2,0
CALL0000230,1536,17,479,698.2,4,21.96,1,8.32,7.17,1.32,100,4,63.1,0
CALL0000038,91,1051,15,39.5,57,87.31,59,51.36,32.16,74.5,660,30,51.87,1
CALL0000966,1984,29,596,506.4,14,4.0,1,34.24,40.65,26.92,74,4,75.08,0
CALL0000375,3400,12,634,329.5,16,0.58,1,28.47,7.38,16.93,227,1,81.2,0
CALL0000470,1289,16,541,542.1,11,4.64,0,15.49,42.64,26.27,26,4,57.42,0
CALL0000968,3034,6,751,489.2,18,6.0,7,22.76,4.42,22.26,292,5,58.57,0
CALL0000851,2668,5,798,635.2,12,13.83,0,18.09,9.58,19.06,167,4,91.36,0
CALL0000705,1772,8,78,407.4,18,9.58,2,41.31,16.64,1.2,271,6,82.39,0
CALL0000842,1835,24,820,440.6,14,8.12,2,4.08,30.09,25.0,116,5,96.02,0
CALL0000195,103,669,33,2.4,457,58.2,51,41.09,75.72,52.16,752,20,13.58,1
CALL0000855,2806,37,99,664.9,15,7.42,3,43.96,17.93,22.66,152,6,54.92,0
CALL0000865,325,47,717,260.3,12,22.83,5,53.15,31.11,0.68,62,3,67.92,0
CALL0000504,1044,10,98,583.6,16,16.77,0,52.23,30.18,47.44,20,6,73.59,0
CALL0000970,1198,49,104,541.6,2,5.09,2,38.7,42.02,34.03,206,1,57.93,0
CALL0000831,3443,37,185,163.5,17,19.27,6,30.73,3.43,4.6,118,1,97.02,0
CALL0000580,267,29,750,448.3,5,27.3,6,25.84,29.48,27.0,3,7,96.3,0
CALL0000969,364,33,500,307.4,3,3.02,4,36.05,19.16,39.09,112,5,63.91,0
CALL0000163,91,1315,95,100.0,369,75.78,60,91.22,80.74,88.13,106,24,1.44,1
CALL0000909,1931,21,832,487.1,17,25.05,1,10.7,31.21,26.06,68,5,78.23,0
CALL0000153,48,1400,33,38.7,473,61.22,50,43.63,57.83,47.27,693,30,43.21,1
CALL0000802,1580,45,745,493.6,2,10.29,7,16.14,33.12,40.65,143,2,89.9,0
CALL0000994,2160,22,683,471.4,16,3.3,0,25.13,5.86,32.45,219,7,66.15,0
CALL0000756,2732,49,859,529.7,13,3.28,1,47.28,27.47,19.85,51,2,58.51,0
CALL0000112,109,1243,89,63.3,420,40.58,70,62.66,32.84,77.91,883,20,21.53,1
CALL0000227,2739,9,48,529.3,16,4.68,6,44.35,13.71,24.51,82,3,90.78,0
CALL0000689,754,18,464,305.4,15,18.65,3,49.4,11.6,29.58,178,2,62.44,0
CALL0000104,15,1356,1,5.3,127,47.37,78,83.86,35.69,62.44,385,27,16.81,1
CALL0000422,1657,10,618,274.3,6,11.7,7,33.43,10.59,10.1,213,2,93.07,0
CALL0000420,464,27,472,553.9,8,16.2,6,53.26,9.55,36.61,8,0,52.78,0
CALL0000751,1547,1,279,586.9,18,13.97,6,49.78,41.88,25.48,187,5,68.76,0
CALL0000587,1478,44,144,591.9,15,16.17,5,5.65,12.12,1.21,203,2,62.98,0
CALL0000781,1763,23,519,411.5,14,14.07,0,51.68,17.78,39.28,81,2,78.46,0
CALL0000673,1647,44,393,60.8,6,2.75,1,8.47,20.76,22.65,173,6,61.11,0
CALL0000120,109,198,64,95.1,323,78.07,74,75.24,50.62,46.43,580,11,32.35,1
CALL0000054,3,1307,86,10.0,452,75.9,69,63.86,67.48,95.45,358,14,42.7,1
CALL0000152,33,325,100,59.8,313,45.5,92,98.5,35.63,70.83,777,17,34.99,1
CALL0000404,1123,4,90,162.8,13,9.85,2,13.97,28.35,6.54,121,4,94.41,0
CALL0000946,499,17,651,498.1,10,27.47,4,15.18,2.31,7.75,137,6,90.62,0
CALL0000208,1842,11,142,149.9,12,29.02,2,23.0,37.93,14.2,135,3,74.13,0
CALL0000659,2461,29,173,167.8,5,9.54,6,21.05,8.26,15.74,254,0,58.05,0
CALL0000844,2143,4,369,646.2,7,3.85,4,12.85,26.15,29.21,57,4,81.12,0
CALL0000763,3649,49,514,692.5,15,17.36,1,5.08,22.81,34.84,226,0,96.37,0
CALL0000009,103,745,33,3.3,130,49.32,96,40.31,34.0,59.52,736,27,53.23,1
CALL0000808,3168,5,622,500.0,14,20.93,5,53.65,41.4,22.42,99,5,77.25,0
CALL0000037,49,1236,87,89.7,449,94.14,56,83.13,96.46,46.1,880,12,33.71,1
CALL0000453,1537,35,599,653.6,18,6.64,0,20.02,7.77,22.46,46,0,83.6,0
CALL0000652,1385,46,416,693.7,18,20.66,0,47.96,19.15,8.78,279,0,51.6,0
CALL0000254,797,16,390,682.5,5,16.11,1,22.65,12.66,5.26,279,3,64.25,0
CALL0000304,1291,13,863,176.9,7,15.12,6,9.46,30.5,0.56,132,0,84.25,0
CALL0000747,1910,36,77,199.5,4,5.53,1,45.17,42.59,10.14,145,6,86.31,0
CALL0000572,1426,8,675,154.8,13,7.84,7,30.95,9.76,38.94,251,5,73.78,0
CALL0000624,2421,47,462,145.2,6,7.9,1,40.94,44.42,3.54,41,4,72.34,0
CALL0000733,2152,40,125,224.3,14,22.58,7,12.76,17.94,34.69,58,4,56.27,0
CALL0000892,1457,16,487,444.6,6,22.28,7,13.24,3.34,33.71,285,2,59.97,0
CALL0000263,2290,35,547,134.3,9,13.12,3,39.19,36.77,19.12,87,7,77.55,0
CALL0000611,1547,19,48,193.3,10,5.2,3,23.69,40.55,9.82,87,5,77.85,0
CALL0000298,2279,38,177,254.0,5,13.19,2,34.46,36.14,20.59,111,4,56.91,0
CALL0000415,1129,17,367,301.8,17,1.13,2,50.26,33.76,45.3,71,3,68.35,0
CALL0000151,34,126,39,15.9,160,61.2,103,92.77,64.04,88.57,141,37,23.17,1
CALL0000789,586,22,298,186.7,6,1.57,3,5.0,11.44,1.74,194,3,86.18,0
CALL0000641,1678,15,846,685.9,8,26.03,0,32.41,11.32,3.39,240,2,65.16,0
CALL0000890,562,8,509,406.8,1,18.81,4,33.35,14.45,5.96,183,5,97.69,0
CALL0000551,832,32,443,263.3,10,26.83,2,37.89,1.5,38.54,19,4,95.4,0
CALL0000887,756,22,328,417.7,11,8.3,7,11.46,31.04,34.49,97,1,59.52,0
CALL0000489,2144,3,414,527.7,17,25.94,6,27.15,38.84,1.66,120,5,93.41,0
CALL0000148,73,662,90,38.3,277,53.9,95,71.42,75.08,82.34,111,19,54.91,1
CALL0000147,7,1488,90,3.6,160,93.47,107,42.88,31.44,45.29,589,10,40.46,1
CALL0000721,200,9,235,83.3,9,9.19,1,29.49,20.16,1.42,78,5,52.65,0
CALL0000932,1602,29,602,120.2,2,7.06,0,25.87,3.35,40.53,62,2,50.11,0
CALL0000740,3424,27,377,503.2,4,17.12,6,44.68,9.66,1.51,17,5,75.61,0
CALL0000660,2136,8,54,454.8,16,14.78,4,28.09,3.96,14.83,180,3,68.56,0
CALL0000349,684,10,112,193.3,18,3.07,4,20.84,11.09,39.82,55,3,69.6,0
CALL0000464,1130,18,364,480.2,17,5.12,1,4.14,6.01,40.09,174,3,85.82,0
CALL0000326,2191,39,94,291.9,16,5.93,1,12.21,29.2,5.32,266,4,59.85,0
CALL0000187,103,1080,33,40.9,186,68.62,92,59.26,65.37,49.03,435,26,7.44,1
CALL0000124,45,437,93,28.5,64,69.76,72,68.98,84.06,68.13,677,27,31.9,1
CALL0000854,3464,6,563,491.8,1,24.66,2,1.69,40.6,17.58,2,1,71.35,0
CALL0000609,3472,10,318,525.5,13,11.19,7,31.25,26.1,34.31,200,7,57.02,0
CALL0000144,103,849,69,93.3,282,53.01,75,54.91,59.92,94.85,415,37,4.87,1
CALL0000959,1195,40,497,411.7,12,9.18,6,50.19,41.51,46.17,126,3,77.03,0
CALL0000198,43,725,43,39.8,371,79.4,58,63.14,51.54,77.29,491,28,14.96,1
CALL0000610,2128,45,510,672.8,7,23.19,3,21.87,8.59,21.87,161,3,61.22,0
CALL0000280,3089,13,374,427.5,12,21.86,1,47.81,24.24,19.22,60,7,62.86,0
CALL0000294,2490,14,524,423.3,19,5.65,0,19.22,41.85,39.53,107,7,90.97,0
CALL0000401,468,27,831,122.5,7,6.85,1,37.37,26.19,2.03,204,4,99.68,0
CALL0000123,15,977,22,62.4,420,40.53,61,70.4,73.15,54.52,848,37,3.57,1
CALL0000184,51,1239,50,55.6,144,66.18,68,55.26,71.53,85.23,881,33,42.1,1
CALL0000203,1779,44,239,571.8,16,6.2,0,17.26,18.05,4.48,52,1,59.93,0
CALL0000439,1185,9,886,515.4,11,2.01,6,18.79,34.5,22.82,102,6,75.79,0
CALL0000247,2408,29,789,187.0,1,2.74,5,52.18,17.02,5.44,165,3,66.41,0
CALL0000416,3269,23,579,93.0,5,13.43,0,12.3,4.45,25.86,78,7,79.5,0
CALL0000933,2590,9,570,361.0,9,4.79,7,49.64,39.66,6.84,273,4,68.97,0
CALL0000766,1993,26,73,478.6,2,15.91,6,33.19,16.03,3.34,166,3,60.05,0
CALL0000907,3358,47,333,248.7,9,23.47,7,17.38,12.56,12.71,42,7,92.85,0
CALL0000836,559,27,819,628.7,15,10.87,2,26.24,5.38,39.43,128,0,65.48,0
CALL0000888,1378,21,828,384.4,7,0.9,2,23.48,23.2,28.3,171,6,77.59,0
CALL0000130,1,497,51,97.5,490,61.11,106,42.06,84.08,88.52,942,38,14.84,1
CALL0000638,378,38,480,75.5,3,2.86,1,7.35,7.4,33.9,241,5,96.72,0
CALL0000403,1483,44,232,232.7,14,1.31,5,26.15,18.55,15.82,12,0,50.75,0
CALL0000785,2914,41,603,76.1,10,24.86,0,47.54,44.52,23.44,264,3,65.72,0
CALL0000771,2042,29,294,452.6,10,8.85,1,44.59,11.75,23.28,199,0,66.04,0
CALL0000736,2350,48,264,491.8,7,14.29,3,31.34,38.76,38.59,121,2,74.86,0
CALL0000914,996,25,143,133.4,18,19.25,0,34.48,39.74,22.24,261,4,74.36,0
CALL0000220,871,47,98,622.6,8,0.13,5,11.68,34.73,44.88,198,6,62.44,0
CALL0000642,2595,32,132,677.7,7,7.4,6,29.81,3.05,9.65,89,7,99.05,0
CALL0000916,258,17,385,500.7,13,28.74,2,47.22,23.34,43.68,124,1,76.0,0
CALL0000753,2886,25,898,585.8,17,27.84,5,13.53,44.8,13.61,110,4,74.69,0
CALL0000807,422,40,365,197.1,6,0.84,4,49.91,40.25,38.2,87,0,63.7,0
CALL0000920,2136,40,264,375.0,10,21.4,5,42.51,3.4,32.72,275,1,55.33,0
CALL0000625,2806,38,274,591.4,14,0.37,7,5.68,25.3,49.79,282,6,88.68,0
CALL0000875,3475,23,106,311.3,16,5.73,6,50.6,44.26,43.14,205,1,61.76,0
CALL0000761,1336,35,750,695.2,10,19.35,6,16.72,2.63,24.8,219,6,94.34,0
CALL0000387,1981,23,709,641.9,18,26.41,3,4.95,32.43,7.13,101,5,67.61,0
CALL0000973,2764,1,372,657.6,19,10.69,6,6.05,6.44,1.0,67,6,57.64,0
CALL0000510,2466,37,341,57.0,6,25.75,2,51.44,21.87,22.51,199,4,50.61,0
CALL0000268,1833,40,710,186.8,2,7.84,3,7.55,1.9,47.21,140,7,88.96,0
CALL0000820,574,48,413,361.0,1,27.36,1,54.42,41.26,28.82,165,3,52.02,0
CALL0000442,1441,19,825,693.6,1,9.2,1,37.95,16.67,36.04,47,1,79.9,0
CALL0000497,1148,1,271,125.8,19,14.47,4,11.33,24.9,19.94,211,2,94.58,0
CALL0000113,82,727,104,69.9,56,70.45,91,42.17,76.26,84.8,559,30,22.69,1
CALL0000692,3112,4,223,57.3,2,8.76,0,5.79,24.18,46.08,223,1,53.64,0
CALL0000233,2268,33,481,454.7,7,17.25,4,35.71,10.91,11.04,63,0,87.16,0
CALL0000870,775,36,533,111.4,5,16.44,4,37.51,40.56,15.5,253,3,56.38,0
CALL0000608,2244,25,204,376.6,13,18.38,6,38.64,22.25,2.71,191,3,96.01,0
CALL0000672,1066,28,528,115.2,15,18.26,3,23.25,12.95,10.23,40,4,85.08,0
CALL0000374,2467,41,673,366.7,2,3.08,5,30.06,30.24,29.88,200,3,86.87,0
CALL0000982,2089,19,93,155.2,3,26.74,2,44.85,27.21,29.33,168,4,96.81,0
CALL0000843,1603,42,867,271.6,16,9.54,0,6.97,8.03,46.58,188,1,73.96,0
CALL0000234,1305,32,318,682.7,16,10.32,3,43.27,10.87,21.5,290,2,52.37,0
CALL0000786,828,5,873,628.4,19,18.82,1,26.76,7.59,48.41,149,4,77.04,0
CALL0000677,2996,4,747,202.0,8,22.21,7,19.25,40.36,27.45,13,7,58.36,0
CALL0000318,2927,38,774,668.4,8,18.46,6,14.81,25.87,32.72,44,6,67.22,0
CALL0000649,1715,18,566,310.1,11,13.36,6,29.99,43.68,3.02,87,4,77.79,0
CALL0000411,2378,6,635,204.0,18,23.09,0,45.83,10.96,44.77,200,1,85.44,0
CALL0000899,741,17,429,691.8,1,25.77,7,15.86,30.16,19.16,152,0,78.94,0
CALL0000710,3066,30,586,195.8,2,25.36,4,9.21,27.68,30.61,77,3,96.14,0
CALL0000359,3075,15,195,148.8,15,14.51,1,32.17,3.06,6.15,43,2,75.82,0
CALL0000259,772,35,698,568.9,10,9.73,0,20.79,3.63,47.03,184,2,71.89,0
CALL0000745,2678,45,533,632.2,10,14.81,2,17.35,5.93,10.82,102,5,71.33,0
CALL0000628,858,31,324,330.3,7,13.42,6,26.42,4.35,12.13,270,7,62.88,0
CALL0000633,2479,5,100,364.6,9,17.12,2,17.29,1.21,19.81,254,3,82.63,0
CALL0000283,2103,5,543,455.6,18,17.79,5,6.12,17.83,22.03,89,4,74.89,0
CALL0000377,3271,15,102,699.7,8,11.37,6,41.22,33.26,6.18,266,5,76.63,0
CALL0000385,3213,38,241,381.9,18,23.01,0,45.52,11.99,8.28,86,0,72.97,0
CALL0000225,2446,35,79,626.0,14,25.19,5,53.39,37.59,0.75,156,1,59.76,0
CALL0000954,2730,18,809,287.1,17,13.64,3,11.83,10.74,35.66,260,7,56.51,0
CALL0000815,1661,15,820,443.9,3,19.42,4,9.9,33.61,37.2,141,2,89.29,0
CALL0000473,2495,38,214,188.1,13,12.64,4,51.83,19.96,32.15,19,7,69.53,0
CALL0000348,2411,32,193,487.3,17,11.07,7,21.31,1.37,6.6,135,1,68.23,0
CALL0000506,2457,47,225,477.1,8,29.16,1,44.82,36.28,48.29,133,6,93.64,0
CALL0000640,2046,34,343,54.1,13,11.89,6,50.72,30.9,28.9,147,7,81.72,0
CALL0000988,2642,20,435,124.8,4,20.26,6,8.37,7.79,40.17,182,7,59.35,0
CALL0000929,2921,17,368,177.6,1,27.36,6,20.34,14.1,25.74,135,5,94.3,0
CALL0000906,3306,48,537,262.5,16,18.59,2,29.75,16.15,49.78,162,3,67.49,0
CALL0000620,542,11,122,490.3,19,24.32,2,21.01,26.54,2.11,30,7,95.1,0
CALL0000856,3419,10,434,242.3,6,12.7,0,26.77,11.11,6.76,65,3,80.89,0
CALL0000804,773,47,329,328.9,16,7.98,0,9.86,5.19,11.75,245,0,88.58,0
CALL0000646,2323,6,603,486.2,7,10.51,2,29.26,16.43,33.24,272,1,52.84,0
CALL0000847,2687,49,233,514.6,10,17.97,3,44.18,30.19,10.54,162,1,71.48,0
CALL0000557,1343,16,706,193.8,10,13.64,5,13.58,44.52,14.1,149,0,90.71,0
CALL0000958,2386,35,199,506.1,11,5.73,5,21.49,10.12,47.8,284,4,94.23,0
CALL0000578,240,29,318,321.5,18,10.11,1,37.14,2.34,19.87,14,1,94.22,0
CALL0000796,2666,11,854,488.0,19,25.07,1,1.08,28.41,9.95,138,1,59.67,0
CALL0000086,2,572,106,12.0,97,32.31,99,90.32,75.33,45.34,756,31,44.0,1
CALL0000243,583,31,432,659.7,12,14.26,5,22.74,8.49,6.24,260,6,78.94,0
CALL0000699,2865,16,214,403.7,17,11.79,5,18.31,18.27,49.05,137,1,61.59,0
CALL0000160,44,915,100,6.6,55,70.06,70,91.01,58.7,94.15,233,31,10.15,1
CALL0000525,1730,12,893,117.1,9,26.75,6,1.54,28.05,5.37,70,0,87.76,0
CALL0000036,89,1391,115,32.7,423,54.07,67,47.11,89.9,45.22,807,18,24.17,1
CALL0000541,1498,12,68,449.1,10,0.91,1,43.15,28.81,29.28,104,0,53.02,0
CALL0000171,1,1496,4,13.8,338,71.08,83,81.24,71.83,86.83,229,21,23.63,1
CALL0000655,1584,30,658,478.7,9,1.64,0,2.96,37.15,27.93,103,1,70.8,0
CALL0000891,2695,49,602,297.0,14,17.46,1,4.87,26.67,39.3,242,1,51.43,0
CALL0000858,3473,7,704,226.8,18,26.33,0,13.72,14.49,38.79,121,0,76.07,0
CALL0000848,3180,23,190,240.7,18,26.1,7,40.93,8.54,0.29,120,3,70.43,0
CALL0000945,1756,1,680,373.8,18,7.64,6,35.74,16.05,48.61,34,4,75.6,0
CALL0000734,3572,2,888,284.7,1,17.09,7,37.56,15.22,3.64,79,7,70.88,0
CALL0000096,44,996,101,96.3,229,85.01,58,87.08,63.28,91.27,203,10,41.85,1
CALL0000564,485,47,653,656.2,14,12.21,6,43.8,21.76,5.99,265,7,94.79,0
CALL0000241,2080,47,555,581.0,2,17.96,7,4.92,28.01,13.25,259,3,57.98,0
CALL0000743,1566,44,511,218.9,11,1.63,4,41.25,37.5,13.03,215,4,53.24,0
CALL0000575,3248,4,635,415.4,6,9.17,1,1.49,23.38,18.74,232,4,82.13,0
CALL0000691,1091,6,589,429.1,14,3.86,0,47.38,5.32,39.91,15,0,85.85,0
CALL0000461,2867,7,281,376.0,13,1.85,5,28.28,41.06,44.72,144,7,85.87,0
CALL0000554,3190,33,486,353.4,13,27.81,2,46.66,13.72,48.69,254,3,66.21,0
CALL0000889,2237,21,120,105.3,9,22.08,6,25.24,9.09,42.95,154,0,62.64,0
CALL0000207,1919,38,153,311.2,1,6.56,1,27.4,5.78,31.27,43,5,51.08,0
CALL0000393,3061,44,509,334.8,12,6.13,6,28.98,4.77,3.26,227,7,89.5,0
CALL0000795,467,5,88,686.4,7,18.35,4,5.67,20.97,27.47,264,6,89.44,0
CALL0000398,2110,43,395,204.4,11,5.6,2,30.19,23.37,33.5,287,0,70.43,0
CALL0000767,1158,14,570,425.6,4,1.13,7,5.84,27.61,41.28,62,1,61.69,0
CALL0000849,206,23,569,391.6,17,26.74,0,24.02,28.15,12.15,70,5,68.7,0
CALL0000218,1622,18,598,105.0,9,3.79,1,31.33,33.72,17.12,242,5,64.34,0
CALL0000005,107,677,2,68.6,79,76.14,108,44.48,41.48,53.98,757,37,42.04,1
CALL0000769,401,18,612,238.1,7,2.54,7,5.84,24.69,45.16,112,7,58.59,0
CALL0000643,2787,21,850,306.9,1,29.01,5,33.21,31.11,20.43,95,3,63.68,0
CALL0000930,564,34,566,131.6,17,4.48,2,9.07,13.85,11.66,24,1,97.79,0
CALL0000613,1176,13,359,657.3,4,10.47,4,1.32,28.53,40.15,76,7,80.91,0
CALL0000739,719,37,590,304.7,1,26.68,1,20.2,38.28,32.26,70,7,56.98,0
CALL0000547,3344,34,116,360.3,9,16.11,4,44.61,41.13,30.26,25,5,81.65,0
CALL0000726,655,28,673,394.5,10,20.82,1,38.48,18.22,29.43,64,0,94.98,0
CALL0000684,2296,25,722,652.2,8,4.1,0,27.71,6.13,1.32,68,2,55.12,0
CALL0000099,62,552,62,87.0,176,79.84,92,97.96,83.53,78.3,971,35,11.14,1
CALL0000805,248,7,424,229.3,18,8.45,0,16.4,32.46,22.72,62,2,66.6,0
CALL0000728,2236,42,601,421.8,9,6.83,0,21.12,19.0,22.12,272,5,77.62,0
CALL0000574,1962,22,47,681.2,10,2.7,2,51.01,42.4,48.55,282,6,51.6,0
CALL0000407,1958,15,190,304.9,1,29.54,1,32.44,2.43,1.65,152,7,90.47,0
CALL0000503,1987,49,832,655.5,2,24.81,1,38.05,8.65,12.93,88,1,55.42,0
CALL0000048,62,1253,58,30.0,142,39.64,109,61.52,81.46,70.78,811,10,50.54,1
CALL0000033,58,1236,16,90.4,232,71.1,80,72.79,83.32,77.76,990,18,12.35,1
CALL0000780,3648,20,833,585.1,11,15.89,4,13.86,18.27,23.18,246,7,55.92,0
CALL0000840,2241,29,417,95.1,4,19.9,5,6.29,44.88,42.93,152,1,98.87,0
CALL0000201,404,48,624,504.8,10,22.51,2,46.15,43.02,9.9,93,7,83.17,0
CALL0000135,11,500,78,81.6,349,93.54,83,56.1,80.01,78.63,765,22,18.38,1
CALL0000028,64,1357,45,86.0,289,52.24,101,43.04,88.94,42.02,775,20,44.65,1
CALL0000881,3084,14,797,281.8,1,1.57,5,53.27,1.17,20.75,17,6,52.67,0
CALL0000231,364,17,588,69.5,5,23.12,4,8.86,1.49,29.11,256,4,51.96,0
CALL0000490,2038,28,643,395.4,11,13.76,7,4.43,7.41,43.52,194,2,80.19,0
CALL0000773,2196,27,471,327.9,8,4.09,6,13.07,5.46,31.01,26,5,60.24,0
CALL0000379,3175,49,889,308.6,16,2.48,3,11.26,28.22,29.3,102,1,91.33,0
CALL0000289,1517,40,183,584.5,6,15.91,2,44.06,1.01,24.75,278,7,73.07,0
CALL0000419,2948,33,193,391.1,3,2.69,6,45.69,34.69,37.9,43,0,98.55,0
CALL0000675,1514,41,774,441.6,18,2.02,1,29.33,9.55,29.56,86,5,75.54,0
CALL0000392,2130,5,140,408.3,15,9.36,2,1.4,34.67,47.52,117,5,74.65,0
CALL0000593,2679,5,235,280.7,6,29.86,2,29.18,1.99,41.21,109,1,57.59,0
CALL0000499,2219,21,650,636.6,1,16.54,2,22.91,2.07,11.8,262,6,55.14,0
CALL0000139,35,559,113,82.4,261,57.53,102,42.09,72.49,51.48,361,33,28.45,1
CALL0000063,89,851,101,76.4,50,50.8,54,64.63,50.3,79.04,902,16,39.93,1
